id,date_created,label,meta_info,people_id,type_sensor,x,y,z
451,2018-10-19,MagLaBeL,meta-meta,peopleID,magnetometer,2382,-1596,6230
452,2018-10-19,MagLaBeL,meta-meta,peopleID,magnetometer,2389,-1575,6294
453,2018-10-19,MagLaBeL,meta-meta,peopleID,magnetometer,2395,-1540,6204
454,2018-10-19,MagLaBeL,meta-meta,peopleID,magnetometer,2391,-1555,6269
455,2018-10-19,MagLaBeL,meta-meta,peopleID,magnetometer,2404,-1536,6288
456,2018-10-19,MagLaBeL,meta-meta,peopleID,magnetometer,2387,-1545,6229
457,2018-10-19,MagLaBeL,meta-meta,peopleID,magnetometer,2386,-1602,6214
458,2018-10-19,MagLaBeL,meta-meta,peopleID,magnetometer,2349,-1573,6206
459,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1284,-3620,6588
460,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1240,-3642,6570
461,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1243,-3644,6586
462,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1245,-3627,6616
463,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1229,-3607,6573
464,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1247,-3526,6576
465,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1228,-3401,6627
466,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1228,-3274,6628
467,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1242,-3129,6691
468,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1298,-2880,6706
469,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1436,-2655,6704
470,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1597,-2499,6694
471,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1732,-2372,6716
472,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1809,-2265,6663
473,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1877,-2222,6744
474,2018-10-19,"standard sitting, simple rolling",,,magnetometer,1959,-2200,6716
475,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2080,-2153,6710
476,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2232,-2152,6641
477,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2348,-2112,6605
478,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2467,-2123,6556
479,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2740,-2156,6452
480,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2761,-2141,6420
481,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2862,-2155,6367
482,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2938,-2177,6339
483,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2981,-2178,6362
484,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3041,-2202,6286
485,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3091,-2265,6269
486,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3189,-2283,6289
487,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3373,-2379,6213
488,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3385,-2437,6195
489,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3436,-2515,6187
490,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3428,-2487,6197
491,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3518,-2574,6251
492,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3628,-2721,6170
493,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3685,-2940,6181
494,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3787,-3375,6144
495,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3734,-3915,6114
496,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3575,-4329,6095
497,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3404,-4594,6149
498,2018-10-19,"standard sitting, simple rolling",,,magnetometer,3256,-4831,6122
499,2018-10-19,"standard sitting, simple rolling",,,magnetometer,2279,-5122,6224
