id,ax,ay,az,date_created,label,linx,liny,linz,meta_info,people_id,type_sensor
52647,2432,1056,16128,"2018-10-23 18:45:06",60,0,0,0,,Rost2,accelerometer
52648,2400,976,16128,"2018-10-23 18:45:06",60,0,0,0,,Rost2,accelerometer
52649,2352,1056,16176,"2018-10-23 18:45:06",60,0,0,0,,Rost2,accelerometer
52650,2496,1040,16112,"2018-10-23 18:45:06",60,0,0,0,,Rost2,accelerometer
52651,2496,1024,16096,"2018-10-23 18:45:06",60,0,0,0,,Rost2,accelerometer
52652,2592,976,16128,"2018-10-23 18:45:06",60,0,0,0,,Rost2,accelerometer
52653,2512,1024,16080,"2018-10-23 18:45:06",60,0,0,0,,Rost2,accelerometer
52654,2544,976,16144,"2018-10-23 18:45:06",60,0,0,0,,Rost2,accelerometer
52655,2480,1008,16096,"2018-10-23 18:45:06",60,0,0,0,,Rost2,accelerometer
52656,2608,960,16144,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52657,2576,960,16176,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52658,2464,1072,16144,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52659,2560,1024,16144,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52660,2704,864,16112,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52661,2656,1008,16096,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52662,2608,976,16096,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52663,2432,1056,16192,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52664,2432,992,16144,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52665,2352,1024,16192,"2018-10-23 18:45:07",60,0,0,0,,Rost2,accelerometer
52666,2512,1024,16096,"2018-10-23 18:45:08",60,0,0,0,,Rost2,accelerometer
52667,2480,1072,16112,"2018-10-23 18:45:08",60,0,0,0,,Rost2,accelerometer
52668,2432,1088,16096,"2018-10-23 18:45:08",60,0,0,0,,Rost2,accelerometer
52669,2448,1056,16128,"2018-10-23 18:45:08",60,0,0,0,,Rost2,accelerometer
52670,2448,1024,16192,"2018-10-23 18:45:08",60,0,0,0,,Rost2,accelerometer
52671,2480,1056,16112,"2018-10-23 18:45:08",60,0,0,0,,Rost2,accelerometer
52672,2448,1072,16144,"2018-10-23 18:45:08",60,0,0,0,,Rost2,accelerometer
52673,2432,1152,16048,"2018-10-23 18:45:08",60,0,0,0,,Rost2,accelerometer
52674,2384,1056,16144,"2018-10-23 18:45:08",60,0,0,0,,Rost2,accelerometer
52675,2352,1088,16160,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52676,2400,1072,16128,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52677,2320,1168,16128,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52678,2336,1024,16144,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52679,2448,992,16096,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52680,2576,976,16112,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52681,2512,1024,16128,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52682,2496,1088,16112,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52683,2416,1072,16128,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52684,2336,1104,16160,"2018-10-23 18:45:09",60,0,0,0,,Rost2,accelerometer
52685,2384,1056,16144,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52686,2400,1072,16144,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52687,2528,1024,16144,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52688,2528,1024,16144,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52689,2560,1040,16080,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52690,2448,1072,16160,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52691,2480,1056,16160,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52692,2464,1056,16144,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52693,2432,1056,16144,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52694,2496,1072,16192,"2018-10-23 18:45:10",60,0,0,0,,Rost2,accelerometer
52695,2544,1088,16128,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52696,2432,1056,16112,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52697,2560,1056,16192,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52698,2528,1008,16144,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52699,2544,1088,16064,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52700,2528,1056,16128,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52701,2560,1040,16160,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52702,2560,1072,16112,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52703,2608,1008,16112,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52704,2560,1040,16128,"2018-10-23 18:45:11",60,0,0,0,,Rost2,accelerometer
52705,2592,1088,16112,"2018-10-23 18:45:12",60,0,0,0,,Rost2,accelerometer
52706,2560,1088,16128,"2018-10-23 18:45:12",60,0,0,0,,Rost2,accelerometer
52707,2512,1088,16080,"2018-10-23 18:45:12",60,0,0,0,,Rost2,accelerometer
52708,2544,1072,16048,"2018-10-23 18:45:12",60,0,0,0,,Rost2,accelerometer
52709,2448,1104,16080,"2018-10-23 18:45:12",60,0,0,0,,Rost2,accelerometer
52710,2448,1088,16128,"2018-10-23 18:45:12",60,0,0,0,,Rost2,accelerometer
52711,2352,1104,16112,"2018-10-23 18:45:12",60,0,0,0,,Rost2,accelerometer
52712,2352,1088,16160,"2018-10-23 18:45:12",60,0,0,0,,Rost2,accelerometer
52713,2320,1120,16144,"2018-10-23 18:45:12",60,0,0,0,,Rost2,accelerometer
52714,2416,1088,16128,"2018-10-23 18:45:13",60,0,0,0,,Rost2,accelerometer
52715,2464,1056,16144,"2018-10-23 18:45:13",60,0,0,0,,Rost2,accelerometer
52716,2432,1072,16160,"2018-10-23 18:45:13",60,0,0,0,,Rost2,accelerometer
52717,2416,1040,16128,"2018-10-23 18:45:13",60,0,0,0,,Rost2,accelerometer
52718,2400,1072,16096,"2018-10-23 18:45:13",60,0,0,0,,Rost2,accelerometer
52719,2464,1024,16144,"2018-10-23 18:45:13",60,0,0,0,,Rost2,accelerometer
52720,2496,1024,16112,"2018-10-23 18:45:13",60,0,0,0,,Rost2,accelerometer
52721,2528,1040,16160,"2018-10-23 18:45:15",60,0,0,0,,Rost2,accelerometer
52722,2560,1040,16096,"2018-10-23 18:45:15",60,0,0,0,,Rost2,accelerometer
52723,2576,1056,16032,"2018-10-23 18:45:15",60,0,0,0,,Rost2,accelerometer
52724,2544,1056,16080,"2018-10-23 18:45:15",60,0,0,0,,Rost2,accelerometer
52725,2560,1008,16160,"2018-10-23 18:45:15",60,0,0,0,,Rost2,accelerometer
52726,2544,1088,16112,"2018-10-23 18:45:15",60,0,0,0,,Rost2,accelerometer
52727,2432,1088,16144,"2018-10-23 18:45:15",60,0,0,0,,Rost2,accelerometer
52728,2352,1088,16160,"2018-10-23 18:45:15",60,0,0,0,,Rost2,accelerometer
52729,2400,1088,16128,"2018-10-23 18:45:15",60,0,0,0,,Rost2,accelerometer
