id,date_created,label,meta_info,people_id,type_sensor,x,y,z
52521,"2018-10-23 18:44:51",60,,Rost2,magnetometer,-1008,-6058,3935
52522,"2018-10-23 18:44:51",60,,Rost2,magnetometer,-1012,-6081,3967
52523,"2018-10-23 18:44:51",60,,Rost2,magnetometer,-974,-6182,3997
52524,"2018-10-23 18:44:51",60,,Rost2,magnetometer,-958,-6244,3957
52525,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-947,-6299,3963
52526,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-952,-6312,3973
52527,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-905,-6386,3981
52528,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-863,-6440,4032
52529,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-869,-6462,3996
52530,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-827,-6490,3982
52531,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-850,-6483,3959
52532,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-892,-6525,3960
52533,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-855,-6505,3951
52534,"2018-10-23 18:44:52",60,,Rost2,magnetometer,-891,-6462,3958
52535,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-877,-6494,3993
52536,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-869,-6452,3974
52537,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-887,-6453,4007
52538,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-890,-6369,3931
52539,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-919,-6359,4018
52540,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-916,-6341,3997
52541,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-928,-6274,4005
52542,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-979,-6240,4000
52543,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-971,-6171,3964
52544,"2018-10-23 18:44:53",60,,Rost2,magnetometer,-990,-6133,3993
52545,"2018-10-23 18:44:54",60,,Rost2,magnetometer,-1063,-6051,3992
52546,"2018-10-23 18:44:54",60,,Rost2,magnetometer,-1070,-5983,4010
52547,"2018-10-23 18:44:54",60,,Rost2,magnetometer,-1073,-5915,3994
52548,"2018-10-23 18:44:54",60,,Rost2,magnetometer,-1080,-5861,3952
52549,"2018-10-23 18:44:54",60,,Rost2,magnetometer,-1074,-5776,4003
52550,"2018-10-23 18:44:54",60,,Rost2,magnetometer,-1147,-5674,3980
52551,"2018-10-23 18:44:54",60,,Rost2,magnetometer,-1156,-5642,3996
52552,"2018-10-23 18:44:54",60,,Rost2,magnetometer,-1152,-5588,3988
52553,"2018-10-23 18:44:54",60,,Rost2,magnetometer,-1142,-5485,4018
52554,"2018-10-23 18:44:55",60,,Rost2,magnetometer,-1151,-5469,4017
